Payment_ID,Invoice_ID,Payment_Date,Payment_Amount,Method
PAY-00896,INV-01472,2025-06-15,1638.67,Bank Transfer
PAY-00897,INV-01476,2025-06-16,2312.7,Bank Transfer
PAY-00898,INV-01478,2025-06-17,2973.4,Credit Card
PAY-00899,INV-01479,2025-06-18,3625.29,PayPal
PAY-00900,INV-01482,2025-06-19,3615.75,Bank Transfer
PAY-00901,INV-01483,2025-06-20,3207.99,Bank Transfer
PAY-00902,INV-01484,2025-06-21,3260.27,Credit Card
PAY-00903,INV-01488,2025-06-22,3705.12,Bank Transfer
PAY-00904,INV-01490,2025-06-23,1211.59,PayPal
PAY-00905,INV-01492,2025-06-24,3957.63,Credit Card
PAY-00906,INV-01493,2025-06-25,1347.42,Bank Transfer
PAY-00907,INV-01495,2025-06-26,3490.04,PayPal
PAY-00908,INV-01496,2025-06-27,4405.1,Credit Card
PAY-00909,INV-01501,2025-06-28,3437.82,Credit Card
PAY-00910,INV-01502,2025-06-29,4926.53,PayPal
PAY-00911,INV-01504,2025-06-30,1281.79,Credit Card
PAY-00912,INV-01505,2025-07-01,4725.11,PayPal
PAY-00913,INV-01506,2025-07-02,3098.21,Bank Transfer
PAY-00914,INV-01508,2025-07-03,1535.35,Credit Card
PAY-00915,INV-01509,2025-07-04,674.31,Credit Card
PAY-00916,INV-01510,2025-07-05,1435.55,Credit Card
PAY-00917,INV-01512,2025-07-06,4052.8,Credit Card
PAY-00918,INV-01514,2025-07-07,617.43,PayPal
PAY-00919,INV-01515,2025-07-08,4284.3,PayPal
PAY-00920,INV-01516,2025-07-09,2678.36,Credit Card
PAY-00921,INV-01517,2025-07-10,1261.27,Bank Transfer
PAY-00922,INV-01518,2025-07-11,2431.28,Bank Transfer
PAY-00923,INV-01519,2025-07-12,3951.16,PayPal
PAY-00924,INV-01520,2025-07-13,4203.79,Credit Card
PAY-00925,INV-01521,2025-07-14,4729.09,Credit Card
PAY-00926,INV-01525,2025-07-15,655.06,Bank Transfer
PAY-00927,INV-01527,2025-07-16,4585.3,Credit Card
PAY-00928,INV-01528,2025-07-17,2006.5,Credit Card
PAY-00929,INV-01529,2025-07-18,1259.33,Bank Transfer
PAY-00930,INV-01531,2025-07-19,1933.78,PayPal
PAY-00931,INV-01532,2025-07-20,2911.0,PayPal
PAY-00932,INV-01533,2025-07-21,4501.86,Bank Transfer
PAY-00933,INV-01535,2025-07-22,1178.0,Credit Card
PAY-00934,INV-01536,2025-07-23,3463.17,Bank Transfer
PAY-00935,INV-01537,2025-07-24,4454.27,Credit Card
PAY-00936,INV-01541,2025-07-25,1548.47,Bank Transfer
PAY-00937,INV-01543,2025-07-26,2796.52,Credit Card
PAY-00938,INV-01544,2025-07-27,2347.29,Bank Transfer
PAY-00939,INV-01547,2025-07-28,2652.47,PayPal
PAY-00940,INV-01548,2025-07-29,3021.04,Credit Card
PAY-00941,INV-01549,2025-07-30,3122.61,Bank Transfer
PAY-00942,INV-01550,2025-07-31,1296.87,Bank Transfer
PAY-00943,INV-01553,2025-08-01,1099.55,Bank Transfer
PAY-00944,INV-01554,2025-08-02,4293.23,Bank Transfer
PAY-00945,INV-01558,2025-08-03,968.89,Credit Card
PAY-00946,INV-01559,2025-08-04,2258.84,PayPal
PAY-00947,INV-01562,2025-08-05,4044.7,PayPal
PAY-00948,INV-01563,2025-08-06,1375.55,PayPal
PAY-00949,INV-01566,2025-08-07,2122.15,Credit Card
PAY-00950,INV-01567,2025-08-08,1759.08,Credit Card
PAY-00951,INV-01570,2025-08-09,4747.58,Bank Transfer
PAY-00952,INV-01571,2025-08-10,3754.11,Credit Card
PAY-00953,INV-01572,2025-08-11,2955.48,Credit Card
PAY-00954,INV-01574,2025-08-12,1002.06,Bank Transfer
PAY-00955,INV-01575,2025-08-13,4688.1,Credit Card
PAY-00956,INV-01576,2025-08-14,4083.3,Credit Card
PAY-00957,INV-01577,2025-08-15,4542.62,Bank Transfer
PAY-00958,INV-01579,2025-08-16,3615.21,Bank Transfer
PAY-00959,INV-01581,2025-08-17,2257.2,Bank Transfer
PAY-00960,INV-01583,2025-08-18,3783.52,PayPal
PAY-00961,INV-01584,2025-08-19,2321.39,Credit Card
PAY-00962,INV-01585,2025-08-20,4725.96,Bank Transfer
PAY-00963,INV-01587,2025-08-21,1306.75,Credit Card
PAY-00964,INV-01589,2025-08-22,2820.88,Bank Transfer
PAY-00965,INV-01590,2025-08-23,4857.77,Bank Transfer
PAY-00966,INV-01592,2025-08-24,1018.97,PayPal
PAY-00967,INV-01593,2025-08-25,3427.33,PayPal
PAY-00968,INV-01595,2025-08-26,672.88,Credit Card
PAY-00969,INV-01596,2025-08-27,2000.6,Credit Card
PAY-00970,INV-01597,2025-08-28,2867.87,Credit Card
PAY-00971,INV-01598,2025-08-29,1680.65,PayPal
PAY-00972,INV-01599,2025-08-30,4721.45,PayPal
PAY-00973,INV-01602,2025-08-31,4948.38,Credit Card
PAY-00974,INV-01603,2025-09-01,3010.35,Bank Transfer
PAY-00975,INV-01604,2025-09-02,2484.39,PayPal
PAY-00976,INV-01606,2025-09-03,3332.95,PayPal
PAY-00977,INV-01609,2025-09-04,1307.14,Bank Transfer
PAY-00978,INV-01611,2025-09-05,2389.26,Bank Transfer
PAY-00979,INV-01612,2025-09-06,1430.29,PayPal
PAY-00980,INV-01613,2025-09-07,2343.47,Credit Card
PAY-00981,INV-01616,2025-09-08,2887.3,Bank Transfer
PAY-00982,INV-01618,2025-09-09,3163.55,Credit Card
PAY-00983,INV-01620,2025-09-10,2984.67,Credit Card
PAY-00984,INV-01621,2025-09-11,2090.18,Bank Transfer
PAY-00985,INV-01622,2025-09-12,2293.96,PayPal
PAY-00986,INV-01624,2025-09-13,3928.68,PayPal
PAY-00987,INV-01625,2025-09-14,1830.63,Credit Card
PAY-00988,INV-01627,2025-09-15,2772.48,Bank Transfer
PAY-00989,INV-01628,2025-09-16,4753.55,PayPal
PAY-00990,INV-01629,2025-09-17,4750.24,Credit Card
PAY-00991,INV-01630,2025-09-18,3551.0,Credit Card
PAY-00992,INV-01633,2025-09-19,3392.49,Credit Card
PAY-00993,INV-01635,2025-09-20,2427.73,Credit Card
PAY-00994,INV-01637,2025-09-21,2777.55,PayPal
PAY-00995,INV-01639,2025-09-22,1960.57,PayPal
PAY-00996,INV-01640,2025-09-23,970.12,PayPal
PAY-00997,INV-01642,2025-09-24,3265.33,Credit Card
PAY-00998,INV-01643,2025-09-25,4147.26,Bank Transfer
PAY-00999,INV-01644,2025-09-26,2304.2,PayPal
PAY-01000,INV-01647,2025-09-27,1275.48,Credit Card
PAY-01001,INV-01650,2025-09-28,2145.32,Credit Card
PAY-01002,INV-01651,2025-09-29,3955.39,PayPal
PAY-01003,INV-01652,2025-09-30,3943.38,Credit Card
PAY-01004,INV-01653,2025-10-01,2668.01,Credit Card
PAY-01005,INV-01654,2025-10-02,553.37,Credit Card
PAY-01006,INV-01655,2025-10-03,743.12,PayPal
PAY-01007,INV-01657,2025-10-04,1445.99,Credit Card
PAY-01008,INV-01658,2025-10-05,1831.4,Credit Card
PAY-01009,INV-01659,2025-10-06,4117.56,PayPal
PAY-01010,INV-01660,2025-10-07,4075.54,Credit Card
PAY-01011,INV-01662,2025-10-08,3192.87,Bank Transfer
PAY-01012,INV-01663,2025-10-09,2144.1,Credit Card
PAY-01013,INV-01664,2025-10-10,1399.84,PayPal
PAY-01014,INV-01665,2025-10-11,2113.97,PayPal
PAY-01015,INV-01667,2025-10-12,4839.29,Credit Card
PAY-01016,INV-01670,2025-10-13,1902.24,PayPal
PAY-01017,INV-01671,2025-10-14,3216.93,Credit Card
PAY-01018,INV-01672,2025-10-15,1293.32,Credit Card
PAY-01019,INV-01673,2025-10-16,3864.03,PayPal
PAY-01020,INV-01674,2025-10-17,1063.21,Credit Card
PAY-01021,INV-01675,2025-10-18,3800.99,Credit Card
PAY-01022,INV-01677,2025-10-19,1034.67,PayPal
PAY-01023,INV-01678,2025-10-20,4673.17,PayPal
PAY-01024,INV-01679,2025-10-21,1871.63,PayPal
PAY-01025,INV-01680,2025-10-22,2561.35,Credit Card
PAY-01026,INV-01681,2025-10-23,3461.59,PayPal
PAY-01027,INV-01682,2025-10-24,2440.55,Bank Transfer
PAY-01028,INV-01684,2025-10-25,3130.02,Credit Card
PAY-01029,INV-01687,2025-10-26,1304.83,Credit Card
PAY-01030,INV-01688,2025-10-27,2718.3,Credit Card
PAY-01031,INV-01691,2025-10-28,4601.1,PayPal
PAY-01032,INV-01693,2025-10-29,2062.37,Bank Transfer
PAY-01033,INV-01695,2025-10-30,3765.86,PayPal
PAY-01034,INV-01697,2025-10-31,1940.9,Credit Card
PAY-01035,INV-01698,2025-11-01,4867.53,Credit Card
PAY-01036,INV-01700,2025-11-02,3852.94,PayPal
PAY-01037,INV-01701,2025-11-03,2590.26,Bank Transfer
PAY-01038,INV-01702,2025-11-04,4564.0,PayPal
PAY-01039,INV-01703,2025-11-05,4298.83,PayPal
PAY-01040,INV-01704,2025-11-06,4089.47,Bank Transfer
PAY-01041,INV-01705,2025-11-07,511.15,Credit Card
PAY-01042,INV-01706,2025-11-08,2588.31,Bank Transfer
PAY-01043,INV-01707,2025-11-09,4933.29,PayPal
PAY-01044,INV-01708,2025-11-10,2076.94,PayPal
PAY-01045,INV-01709,2025-11-11,3336.44,Bank Transfer
PAY-01046,INV-01711,2025-11-12,1965.0,PayPal
PAY-01047,INV-01712,2025-11-13,949.75,Credit Card
PAY-01048,INV-01713,2025-11-14,3859.3,Credit Card
PAY-01049,INV-01714,2025-11-15,3597.12,Credit Card
PAY-01050,INV-01717,2025-11-16,4758.01,PayPal
PAY-01051,INV-01718,2025-11-17,1269.68,PayPal
PAY-01052,INV-01719,2025-11-18,3697.06,PayPal
PAY-01053,INV-01720,2025-11-19,3172.83,Bank Transfer
PAY-01054,INV-01722,2025-11-20,1345.06,Bank Transfer
PAY-01055,INV-01723,2025-11-21,4380.78,PayPal
PAY-01056,INV-01724,2025-11-22,2207.45,Bank Transfer
PAY-01057,INV-01725,2025-11-23,609.77,Bank Transfer
PAY-01058,INV-01726,2025-11-24,2703.34,Bank Transfer
PAY-01059,INV-01727,2025-11-25,1120.75,Bank Transfer
PAY-01060,INV-01728,2025-11-26,1168.0,Credit Card
PAY-01061,INV-01729,2025-11-27,1045.97,Credit Card
PAY-01062,INV-01730,2025-11-28,4845.3,Bank Transfer
PAY-01063,INV-01731,2025-11-29,628.76,PayPal
PAY-01064,INV-01733,2025-11-30,1894.39,Bank Transfer
PAY-01065,INV-01734,2025-12-01,3429.01,PayPal
PAY-01066,INV-01735,2025-12-02,709.19,Credit Card
PAY-01067,INV-01737,2025-12-03,4407.96,PayPal
PAY-01068,INV-01738,2025-12-04,2396.44,Credit Card
PAY-01069,INV-01739,2025-12-05,4945.67,PayPal
PAY-01070,INV-01740,2025-12-06,1988.77,Credit Card
PAY-01071,INV-01742,2025-12-07,4823.85,PayPal
PAY-01072,INV-01743,2025-12-08,2365.91,Bank Transfer
PAY-01073,INV-01745,2025-12-09,945.69,Credit Card
PAY-01074,INV-01746,2025-12-10,4809.56,Bank Transfer
PAY-01075,INV-01747,2025-12-11,2308.02,PayPal
PAY-01076,INV-01752,2025-12-12,2882.94,PayPal
PAY-01077,INV-01753,2025-12-13,4491.81,Credit Card
PAY-01078,INV-01755,2025-12-14,1316.94,PayPal
PAY-01079,INV-01757,2025-12-15,4177.12,PayPal
PAY-01080,INV-01758,2025-12-16,1977.73,Bank Transfer
PAY-01081,INV-01760,2025-12-17,3655.49,PayPal
PAY-01082,INV-01763,2025-12-18,3388.23,Credit Card
PAY-01083,INV-01764,2025-12-19,3127.13,Bank Transfer
PAY-01084,INV-01765,2025-12-20,4816.84,Credit Card
PAY-01085,INV-01768,2025-12-21,2617.56,PayPal
PAY-01086,INV-01770,2025-12-22,4636.55,Credit Card
PAY-01087,INV-01774,2025-12-23,642.67,PayPal
PAY-01088,INV-01776,2025-12-24,1527.49,Bank Transfer
PAY-01089,INV-01777,2025-12-25,1290.28,PayPal
PAY-01090,INV-01779,2025-12-26,3311.05,Credit Card
PAY-01091,INV-01780,2025-12-27,4866.87,Credit Card
PAY-01092,INV-01782,2025-12-28,4651.81,Bank Transfer
PAY-01093,INV-01784,2025-12-29,2133.22,Credit Card
PAY-01094,INV-01785,2025-12-30,4108.33,Bank Transfer
PAY-01095,INV-01787,2025-12-31,1480.85,Bank Transfer
PAY-01096,INV-01790,2026-01-01,913.36,Bank Transfer
PAY-01097,INV-01791,2026-01-02,1988.33,Credit Card
PAY-01098,INV-01793,2026-01-03,4951.55,Credit Card
PAY-01099,INV-01799,2026-01-04,2988.61,PayPal
PAY-01100,INV-01801,2026-01-05,1853.8,Credit Card
PAY-01101,INV-01803,2026-01-06,1724.25,Credit Card
PAY-01102,INV-01804,2026-01-07,2989.35,PayPal
PAY-01103,INV-01805,2026-01-08,2735.44,Credit Card
PAY-01104,INV-01806,2026-01-09,3201.06,PayPal
PAY-01105,INV-01807,2026-01-10,1151.46,Credit Card
PAY-01106,INV-01808,2026-01-11,1565.9,Credit Card
PAY-01107,INV-01809,2026-01-12,2095.26,Credit Card
PAY-01108,INV-01810,2026-01-13,1230.32,PayPal
PAY-01109,INV-01812,2026-01-14,1337.69,Bank Transfer
PAY-01110,INV-01814,2026-01-15,676.65,PayPal
PAY-01111,INV-01815,2026-01-16,3660.06,Bank Transfer
PAY-01112,INV-01816,2026-01-17,1574.08,PayPal
PAY-01113,INV-01818,2026-01-18,644.3,Credit Card
PAY-01114,INV-01819,2026-01-19,3597.99,PayPal
PAY-01115,INV-01821,2026-01-20,1496.72,PayPal
PAY-01116,INV-01822,2026-01-21,3145.74,Credit Card
PAY-01117,INV-01825,2026-01-22,2711.83,PayPal
PAY-01118,INV-01827,2026-01-23,3949.66,Bank Transfer
PAY-01119,INV-01830,2026-01-24,606.16,Bank Transfer
PAY-01120,INV-01831,2026-01-25,1838.61,Bank Transfer
PAY-01121,INV-01832,2026-01-26,1024.92,Bank Transfer
PAY-01122,INV-01833,2026-01-27,4909.37,PayPal
PAY-01123,INV-01834,2026-01-28,4513.69,Bank Transfer
PAY-01124,INV-01835,2026-01-29,2405.34,PayPal
PAY-01125,INV-01838,2026-01-30,4196.49,PayPal
PAY-01126,INV-01839,2026-01-31,2396.0,Credit Card
PAY-01127,INV-01843,2026-02-01,2638.28,Credit Card
PAY-01128,INV-01844,2026-02-02,4017.34,Bank Transfer
PAY-01129,INV-01847,2026-02-03,4199.06,Credit Card
PAY-01130,INV-01848,2026-02-04,4341.74,Bank Transfer
PAY-01131,INV-01850,2026-02-05,1953.07,Bank Transfer
PAY-01132,INV-01851,2026-02-06,2676.8,Credit Card
PAY-01133,INV-01854,2026-02-07,2433.41,Credit Card
PAY-01134,INV-01855,2026-02-08,610.37,PayPal
PAY-01135,INV-01856,2026-02-09,4168.54,Bank Transfer
PAY-01136,INV-01857,2026-02-10,2183.38,Credit Card
PAY-01137,INV-01858,2026-02-11,1007.72,Credit Card
PAY-01138,INV-01860,2026-02-12,4810.81,PayPal
PAY-01139,INV-01865,2026-02-13,4433.2,Credit Card
PAY-01140,INV-01866,2026-02-14,1245.7,Credit Card
PAY-01141,INV-01867,2026-02-15,3200.56,Credit Card
PAY-01142,INV-01868,2026-02-16,2517.49,Bank Transfer
PAY-01143,INV-01869,2026-02-17,2601.87,Bank Transfer
PAY-01144,INV-01870,2026-02-18,2139.7,Credit Card
PAY-01145,INV-01871,2026-02-19,2040.76,Bank Transfer
PAY-01146,INV-01873,2026-02-20,4227.76,Bank Transfer
PAY-01147,INV-01878,2026-02-21,3774.6,Bank Transfer
PAY-01148,INV-01880,2026-02-22,4884.91,Credit Card
PAY-01149,INV-01883,2026-02-23,4131.91,Credit Card
PAY-01150,INV-01884,2026-02-24,745.44,Bank Transfer
PAY-01151,INV-01885,2026-02-25,2308.77,Credit Card
PAY-01152,INV-01887,2026-02-26,1927.88,Credit Card
PAY-01153,INV-01889,2026-02-27,4835.1,Credit Card
PAY-01154,INV-01890,2026-02-28,3487.74,PayPal
PAY-01155,INV-01893,2026-03-01,3331.95,PayPal
PAY-01156,INV-01894,2026-03-02,3820.97,PayPal
PAY-01157,INV-01896,2026-03-03,1034.63,Credit Card
PAY-01158,INV-01898,2026-03-04,3875.8,Bank Transfer
PAY-01159,INV-01903,2026-03-05,1638.41,Bank Transfer
PAY-01160,INV-01905,2026-03-06,554.38,PayPal
PAY-01161,INV-01906,2026-03-07,2838.63,Bank Transfer
PAY-01162,INV-01907,2026-03-08,3300.25,PayPal
PAY-01163,INV-01908,2026-03-09,4708.16,Credit Card
PAY-01164,INV-01909,2026-03-10,4153.68,PayPal
PAY-01165,INV-01911,2026-03-11,4536.34,Credit Card
PAY-01166,INV-01912,2026-03-12,674.57,PayPal
PAY-01167,INV-01913,2026-03-13,2754.82,Bank Transfer
PAY-01168,INV-01914,2026-03-14,2682.61,PayPal
PAY-01169,INV-01915,2026-03-15,4039.74,PayPal
PAY-01170,INV-01916,2026-03-16,2549.14,Bank Transfer
PAY-01171,INV-01919,2026-03-17,3363.45,PayPal
PAY-01172,INV-01920,2026-03-18,1766.31,Bank Transfer
PAY-01173,INV-01922,2026-03-19,3006.03,Bank Transfer
PAY-01174,INV-01923,2026-03-20,1582.61,Bank Transfer
PAY-01175,INV-01924,2026-03-21,3808.79,PayPal
PAY-01176,INV-01925,2026-03-22,4189.0,Bank Transfer
PAY-01177,INV-01926,2026-03-23,2624.47,PayPal
PAY-01178,INV-01927,2026-03-24,4804.16,Credit Card
PAY-01179,INV-01928,2026-03-25,4625.43,PayPal
PAY-01180,INV-01933,2026-03-26,2287.13,Bank Transfer
PAY-01181,INV-01934,2026-03-27,1965.92,PayPal
PAY-01182,INV-01938,2026-03-28,2674.41,Bank Transfer
PAY-01183,INV-01941,2026-03-29,2272.44,PayPal
PAY-01184,INV-01942,2026-03-30,4233.12,Credit Card
PAY-01185,INV-01943,2026-03-31,3982.25,Credit Card
PAY-01186,INV-01945,2026-04-01,2500.65,Bank Transfer
PAY-01187,INV-01946,2026-04-02,2469.61,Credit Card
PAY-01188,INV-01950,2026-04-03,3553.8,Bank Transfer
PAY-01189,INV-01951,2026-04-04,3415.86,Credit Card
PAY-01190,INV-01953,2026-04-05,1296.67,Credit Card
PAY-01191,INV-01955,2026-04-06,1767.65,Credit Card
PAY-01192,INV-01956,2026-04-07,752.22,Credit Card
PAY-01193,INV-01957,2026-04-08,2791.54,PayPal
PAY-01194,INV-01960,2026-04-09,3668.07,PayPal
PAY-01195,INV-01961,2026-04-10,2715.39,PayPal
PAY-01196,INV-01962,2026-04-11,3111.14,Credit Card
PAY-01197,INV-01963,2026-04-12,3040.29,Credit Card
PAY-01198,INV-01964,2026-04-13,2364.66,Bank Transfer
PAY-01199,INV-01967,2026-04-14,786.53,PayPal
PAY-01200,INV-01971,2026-04-15,2077.03,Credit Card
PAY-01201,INV-01973,2026-04-16,1066.69,Credit Card
PAY-01202,INV-01975,2026-04-17,2417.3,Credit Card
PAY-01203,INV-01977,2026-04-18,836.28,Bank Transfer
PAY-01204,INV-01979,2026-04-19,1549.0,Bank Transfer
PAY-01205,INV-01980,2026-04-20,4086.91,Credit Card
PAY-01206,INV-01981,2026-04-21,799.96,Credit Card
PAY-01207,INV-01982,2026-04-22,4144.26,PayPal
PAY-01208,INV-01983,2026-04-23,1514.04,Bank Transfer
PAY-01209,INV-01984,2026-04-24,1532.38,Credit Card
PAY-01210,INV-01986,2026-04-25,1058.55,Credit Card
PAY-01211,INV-01987,2026-04-26,3001.4,PayPal
PAY-01212,INV-01989,2026-04-27,2678.13,PayPal
PAY-01213,INV-01992,2026-04-28,2609.39,Credit Card
PAY-01214,INV-01994,2026-04-29,3899.77,PayPal
PAY-01215,INV-01995,2026-04-30,3612.88,Bank Transfer
PAY-01216,INV-01996,2026-05-01,2148.71,Credit Card
PAY-01217,INV-01997,2026-05-02,2280.38,Bank Transfer
PAY-01218,INV-01999,2026-05-03,761.49,PayPal
PAY-01219,INV-02002,2026-05-04,2698.87,Credit Card
PAY-01220,INV-02004,2026-05-05,554.78,PayPal
PAY-01221,INV-02006,2026-05-06,1941.25,Credit Card
PAY-01222,INV-02007,2026-05-07,1971.96,Credit Card
PAY-01223,INV-02008,2026-05-08,4397.42,PayPal
PAY-01224,INV-02009,2026-05-09,4645.37,PayPal
PAY-01225,INV-02010,2026-05-10,2853.29,PayPal
PAY-01226,INV-02011,2026-05-11,1576.37,Bank Transfer
PAY-01227,INV-02012,2026-05-12,4757.48,Credit Card
PAY-01228,INV-02014,2026-05-13,3588.17,PayPal
PAY-01229,INV-02015,2026-05-14,3745.14,PayPal
PAY-01230,INV-02017,2026-05-15,4483.44,PayPal
PAY-01231,INV-02019,2026-05-16,1189.96,Bank Transfer
PAY-01232,INV-02021,2026-05-17,3973.44,Bank Transfer
PAY-01233,INV-02023,2026-05-18,1929.0,Credit Card
PAY-01234,INV-02025,2026-05-19,2203.51,PayPal
PAY-01235,INV-02028,2026-05-20,2424.95,Bank Transfer
PAY-01236,INV-02030,2026-05-21,4752.53,Credit Card
PAY-01237,INV-02032,2026-05-22,2923.53,Bank Transfer
PAY-01238,INV-02033,2026-05-23,4608.81,Credit Card
PAY-01239,INV-02038,2026-05-24,3386.26,PayPal
PAY-01240,INV-02039,2026-05-25,1619.3,Bank Transfer
PAY-01241,INV-02040,2026-05-26,3807.07,PayPal
PAY-01242,INV-02041,2026-05-27,634.64,Bank Transfer
PAY-01243,INV-02042,2026-05-28,1920.01,Bank Transfer
PAY-01244,INV-02043,2026-05-29,1171.87,Bank Transfer
PAY-01245,INV-02044,2026-05-30,1637.09,Bank Transfer
PAY-01246,INV-02045,2026-05-31,3567.42,Credit Card
PAY-01247,INV-02046,2026-06-01,4700.85,PayPal
PAY-01248,INV-02047,2026-06-02,3914.31,Credit Card
PAY-01249,INV-02048,2026-06-03,3147.17,Bank Transfer
PAY-01250,INV-02049,2026-06-04,637.67,Credit Card
PAY-01251,INV-02051,2026-06-05,3533.66,Bank Transfer
PAY-01252,INV-02052,2026-06-06,4330.96,Credit Card
PAY-01253,INV-02054,2026-06-07,3974.54,Bank Transfer
PAY-01254,INV-02055,2026-06-08,1909.85,Bank Transfer
PAY-01255,INV-02056,2026-06-09,3231.53,Credit Card
PAY-01256,INV-02057,2026-06-10,3025.11,Bank Transfer
PAY-01257,INV-02058,2026-06-11,651.84,Credit Card
PAY-01258,INV-02059,2026-06-12,3681.11,Bank Transfer
PAY-01259,INV-02060,2026-06-13,4122.76,PayPal
PAY-01260,INV-02061,2026-06-14,2879.64,Credit Card
PAY-01261,INV-02064,2026-06-15,3772.42,PayPal
PAY-01262,INV-02068,2026-06-16,3695.67,Credit Card
PAY-01263,INV-02069,2026-06-17,3089.46,PayPal
PAY-01264,INV-02071,2026-06-18,3021.05,Credit Card
PAY-01265,INV-02074,2026-06-19,879.01,Bank Transfer
PAY-01266,INV-02077,2026-06-20,3902.95,Credit Card
PAY-01267,INV-02080,2026-06-21,747.23,PayPal
PAY-01268,INV-02081,2026-06-22,1049.84,Bank Transfer
PAY-01269,INV-02082,2026-06-23,2535.68,Bank Transfer
PAY-01270,INV-02084,2026-06-24,2028.91,Bank Transfer
PAY-01271,INV-02085,2026-06-25,3284.84,PayPal
PAY-01272,INV-02089,2026-06-26,1375.11,PayPal
PAY-01273,INV-02092,2026-06-27,3429.87,PayPal
PAY-01274,INV-02095,2026-06-28,4222.71,PayPal
PAY-01275,INV-02096,2026-06-29,4152.3,Bank Transfer
PAY-01276,INV-02098,2026-06-30,3337.74,Bank Transfer
PAY-01277,INV-02102,2026-07-01,4311.29,Bank Transfer
PAY-01278,INV-02104,2026-07-02,3270.85,Credit Card
PAY-01279,INV-02105,2026-07-03,1943.86,Credit Card
PAY-01280,INV-02108,2026-07-04,2574.92,Bank Transfer
PAY-01281,INV-02110,2026-07-05,2157.98,Bank Transfer
PAY-01282,INV-02115,2026-07-06,2444.65,PayPal
PAY-01283,INV-02116,2026-07-07,2603.87,Bank Transfer
PAY-01284,INV-02117,2026-07-08,1085.92,Bank Transfer
PAY-01285,INV-02120,2026-07-09,3001.31,Bank Transfer
PAY-01286,INV-02122,2026-07-10,2714.41,Credit Card
PAY-01287,INV-02125,2026-07-11,3763.51,Credit Card
PAY-01288,INV-02126,2026-07-12,1909.34,Credit Card
PAY-01289,INV-02127,2026-07-13,1874.7,PayPal
PAY-01290,INV-02129,2026-07-14,1238.18,PayPal
PAY-01291,INV-02130,2026-07-15,1826.6,Bank Transfer
PAY-01292,INV-02131,2026-07-16,3167.32,PayPal
PAY-01293,INV-02133,2026-07-17,4106.3,Credit Card
PAY-01294,INV-02136,2026-07-18,1848.53,Credit Card
PAY-01295,INV-02137,2026-07-19,3010.66,PayPal
PAY-01296,INV-02140,2026-07-20,3907.78,PayPal
PAY-01297,INV-02142,2026-07-21,2411.17,Bank Transfer
PAY-01298,INV-02143,2026-07-22,2505.66,PayPal
PAY-01299,INV-02144,2026-07-23,1368.01,PayPal
PAY-01300,INV-02147,2026-07-24,542.13,Credit Card
PAY-01301,INV-02150,2026-07-25,2658.55,Credit Card
PAY-01302,INV-02152,2026-07-26,2982.49,PayPal
PAY-01303,INV-02153,2026-07-27,2804.77,PayPal
PAY-01304,INV-02156,2026-07-28,4781.92,PayPal
PAY-01305,INV-02157,2026-07-29,4959.68,Bank Transfer
PAY-01306,INV-02160,2026-07-30,4396.62,PayPal
PAY-01307,INV-02162,2026-07-31,4765.11,Credit Card
PAY-01308,INV-02163,2026-08-01,2836.03,PayPal
PAY-01309,INV-02164,2026-08-02,2074.08,Credit Card
PAY-01310,INV-02165,2026-08-03,2315.14,Credit Card
PAY-01311,INV-02166,2026-08-04,4949.14,Bank Transfer
PAY-01312,INV-02167,2026-08-05,3002.67,PayPal
PAY-01313,INV-02169,2026-08-06,3371.34,PayPal
PAY-01314,INV-02171,2026-08-07,1400.15,Bank Transfer
PAY-01315,INV-02172,2026-08-08,519.23,Bank Transfer
PAY-01316,INV-02173,2026-08-09,3541.79,PayPal
PAY-01317,INV-02174,2026-08-10,2317.8,Credit Card
PAY-01318,INV-02175,2026-08-11,2483.94,PayPal
PAY-01319,INV-02176,2026-08-12,1053.34,Bank Transfer
PAY-01320,INV-02177,2026-08-13,4411.11,Credit Card
PAY-01321,INV-02178,2026-08-14,3074.48,Credit Card
PAY-01322,INV-02180,2026-08-15,4433.8,Credit Card
PAY-01323,INV-02181,2026-08-16,2741.23,PayPal
PAY-01324,INV-02182,2026-08-17,3171.27,Bank Transfer
PAY-01325,INV-02183,2026-08-18,3546.08,PayPal
PAY-01326,INV-02185,2026-08-19,4829.13,Bank Transfer
PAY-01327,INV-02186,2026-08-20,2489.3,Bank Transfer
PAY-01328,INV-02188,2026-08-21,3221.49,Bank Transfer
PAY-01329,INV-02189,2026-08-22,4582.52,Credit Card
PAY-01330,INV-02190,2026-08-23,4975.0,PayPal
PAY-01331,INV-02195,2026-08-24,4837.53,Bank Transfer
PAY-01332,INV-02196,2026-08-25,4709.93,Bank Transfer
PAY-01333,INV-02198,2026-08-26,4859.34,Bank Transfer
PAY-01334,INV-02201,2026-08-27,2234.62,PayPal
PAY-01335,INV-02202,2026-08-28,4970.32,Credit Card
PAY-01336,INV-02204,2026-08-29,2981.23,Credit Card
PAY-01337,INV-02205,2026-08-30,1413.65,Bank Transfer
PAY-01338,INV-02206,2026-08-31,566.48,Credit Card
PAY-01339,INV-02208,2026-09-01,3294.44,PayPal
PAY-01340,INV-02211,2026-09-02,2599.92,PayPal
PAY-01341,INV-02212,2026-09-03,4744.68,PayPal
PAY-01342,INV-02213,2026-09-04,3402.73,Credit Card
