Invoice_ID,Vendor_ID,Invoice_Date,Total_Amount,Currency,Status,Exchange_Rate,Total_Amount_INR
INV-02629,VEND-001,2030-03-13,3946.45,USD,Paid,82.5,325582.125
INV-02630,VEND-006,2030-03-14,2798.04,GBP,Paid,102.0,285400.08
INV-02631,VEND-006,2030-03-15,4532.13,USD,Pending,82.5,373900.72500000003
INV-02632,VEND-011,2030-03-16,1650.61,GBP,Pending,102.0,168362.22
INV-02633,VEND-019,2030-03-17,4226.67,GBP,Pending,102.0,431120.34
INV-02634,VEND-007,2030-03-18,3540.88,USD,Paid,82.5,292122.60000000003
INV-02635,VEND-001,2030-03-19,1279.82,EUR,Pending,89.0,113903.98
INV-02636,VEND-016,2030-03-20,3869.15,USD,Paid,82.5,319204.875
INV-02637,VEND-018,2030-03-21,4786.59,USD,Paid,82.5,394893.675
INV-02638,VEND-001,2030-03-22,3158.81,EUR,Paid,89.0,281134.08999999997
INV-02639,VEND-004,2030-03-23,3924.47,USD,Pending,82.5,323768.77499999997
INV-02640,VEND-018,2030-03-24,1644.38,USD,Paid,82.5,135661.35
INV-02641,VEND-001,2030-03-25,3788.74,EUR,Paid,89.0,337197.86
INV-02642,VEND-014,2030-03-26,3675.45,USD,Paid,82.5,303224.625
INV-02643,VEND-008,2030-03-27,4320.25,GBP,Paid,102.0,440665.5
INV-02644,VEND-012,2030-03-28,3687.13,USD,Pending,82.5,304188.22500000003
INV-02645,VEND-013,2030-03-29,4233.35,EUR,Paid,89.0,376768.15
INV-02646,VEND-018,2030-03-30,3468.38,USD,Paid,82.5,286141.35000000003
INV-02647,VEND-002,2030-03-31,1220.73,USD,Paid,82.5,100710.225
INV-02648,VEND-003,2030-04-01,725.18,USD,Paid,82.5,59827.35
INV-02649,VEND-004,2030-04-02,3379.69,USD,Pending,82.5,278824.425
INV-02650,VEND-008,2030-04-03,3531.64,USD,Paid,82.5,291360.3
INV-02651,VEND-017,2030-04-04,4816.17,USD,Pending,82.5,397334.025
INV-02652,VEND-006,2030-04-05,2370.29,USD,Paid,82.5,195548.925
INV-02653,VEND-004,2030-04-06,4495.79,USD,Paid,82.5,370902.675
INV-02654,VEND-020,2030-04-07,4701.99,USD,Pending,82.5,387914.175
INV-02655,VEND-013,2030-04-08,3910.09,USD,Paid,82.5,322582.425
INV-02656,VEND-008,2030-04-09,4846.22,USD,Pending,82.5,399813.15
INV-02657,VEND-016,2030-04-10,794.36,USD,Paid,82.5,65534.700000000004
INV-02658,VEND-011,2030-04-11,2502.4,EUR,Paid,89.0,222713.6
INV-02659,VEND-006,2030-04-12,1694.0,EUR,Pending,89.0,150766.0
INV-02660,VEND-003,2030-04-13,1232.4,USD,Pending,82.5,101673.00000000001
INV-02661,VEND-018,2030-04-14,729.08,USD,Paid,82.5,60149.100000000006
INV-02662,VEND-014,2030-04-15,4151.85,USD,Paid,82.5,342527.62500000006
INV-02663,VEND-002,2030-04-16,2334.16,USD,Paid,82.5,192568.19999999998
INV-02664,VEND-002,2030-04-17,4320.93,EUR,Paid,89.0,384562.77
INV-02665,VEND-013,2030-04-18,1155.42,USD,Paid,82.5,95322.15000000001
INV-02666,VEND-010,2030-04-19,2368.45,USD,Pending,82.5,195397.12499999997
INV-02667,VEND-019,2030-04-20,2205.7,USD,Pending,82.5,181970.24999999997
INV-02668,VEND-013,2030-04-21,4577.01,USD,Paid,82.5,377603.325
INV-02669,VEND-003,2030-04-22,2257.57,USD,Paid,82.5,186249.52500000002
INV-02670,VEND-012,2030-04-23,2261.39,USD,Pending,82.5,186564.675
INV-02671,VEND-014,2030-04-24,2275.29,USD,Pending,82.5,187711.425
INV-02672,VEND-002,2030-04-25,1730.03,USD,Pending,82.5,142727.475
INV-02673,VEND-017,2030-04-26,4502.72,EUR,Paid,89.0,400742.08
INV-02674,VEND-014,2030-04-27,2336.92,EUR,Pending,89.0,207985.88
INV-02675,VEND-011,2030-04-28,637.8,GBP,Pending,102.0,65055.6
INV-02676,VEND-008,2030-04-29,2372.73,USD,Pending,82.5,195750.225
INV-02677,VEND-013,2030-04-30,620.99,USD,Paid,82.5,51231.675
INV-02678,VEND-013,2030-05-01,4371.04,USD,Paid,82.5,360610.8
INV-02679,VEND-020,2030-05-02,1292.29,USD,Paid,82.5,106613.925
INV-02680,VEND-001,2030-05-03,4068.72,EUR,Paid,89.0,362116.07999999996
INV-02681,VEND-012,2030-05-04,3570.88,USD,Pending,82.5,294597.60000000003
INV-02682,VEND-008,2030-05-05,3076.5,USD,Paid,82.5,253811.25
INV-02683,VEND-012,2030-05-06,732.9,USD,Pending,82.5,60464.25
INV-02684,VEND-015,2030-05-07,3264.0,GBP,Paid,102.0,332928.0
INV-02685,VEND-001,2030-05-08,2667.62,USD,Paid,82.5,220078.65
INV-02686,VEND-014,2030-05-09,2363.08,GBP,Pending,102.0,241034.16
INV-02687,VEND-013,2030-05-10,1065.8,GBP,Paid,102.0,108711.59999999999
INV-02688,VEND-018,2030-05-11,1105.93,GBP,Paid,102.0,112804.86
INV-02689,VEND-007,2030-05-12,2278.25,USD,Paid,82.5,187955.625
INV-02690,VEND-005,2030-05-13,2062.19,EUR,Paid,89.0,183534.91
INV-02691,VEND-009,2030-05-14,3596.65,EUR,Paid,89.0,320101.85000000003
INV-02692,VEND-018,2030-05-15,4278.67,USD,Paid,82.5,352990.275
INV-02693,VEND-006,2030-05-16,4005.72,USD,Paid,82.5,330471.89999999997
INV-02694,VEND-012,2030-05-17,995.56,USD,Pending,82.5,82133.7
INV-02695,VEND-016,2030-05-18,4118.38,USD,Paid,82.5,339766.35000000003
INV-02696,VEND-004,2030-05-19,1367.67,EUR,Paid,89.0,121722.63
INV-02697,VEND-002,2030-05-20,1106.34,USD,Paid,82.5,91273.04999999999
INV-02698,VEND-017,2030-05-21,1480.71,EUR,Paid,89.0,131783.19
INV-02699,VEND-017,2030-05-22,1695.03,USD,Pending,82.5,139839.975
INV-02700,VEND-019,2030-05-23,1497.62,GBP,Paid,102.0,152757.24
INV-02701,VEND-017,2030-05-24,2175.36,USD,Pending,82.5,179467.2
INV-02702,VEND-015,2030-05-25,952.41,USD,Paid,82.5,78573.825
INV-02703,VEND-008,2030-05-26,3701.34,EUR,Paid,89.0,329419.26
INV-02704,VEND-011,2030-05-27,4001.36,GBP,Paid,102.0,408138.72000000003
INV-02705,VEND-017,2030-05-28,4278.39,USD,Pending,82.5,352967.17500000005
INV-02706,VEND-003,2030-05-29,513.85,USD,Paid,82.5,42392.625
INV-02707,VEND-017,2030-05-30,3992.66,EUR,Paid,89.0,355346.74
INV-02708,VEND-004,2030-05-31,3496.1,USD,Paid,82.5,288428.25
INV-02709,VEND-005,2030-06-01,2805.58,USD,Paid,82.5,231460.35
INV-02710,VEND-017,2030-06-02,941.87,EUR,Pending,89.0,83826.43000000001
INV-02711,VEND-005,2030-06-03,4394.68,USD,Paid,82.5,362561.10000000003
INV-02712,VEND-007,2030-06-04,4262.23,USD,Pending,82.5,351633.975
INV-02713,VEND-020,2030-06-05,1547.94,USD,Pending,82.5,127705.05
INV-02714,VEND-001,2030-06-06,4757.01,USD,Pending,82.5,392453.325
INV-02715,VEND-003,2030-06-07,2426.23,USD,Paid,82.5,200163.975
INV-02716,VEND-015,2030-06-08,4264.67,USD,Paid,82.5,351835.275
INV-02717,VEND-007,2030-06-09,3603.09,USD,Paid,82.5,297254.925
INV-02718,VEND-001,2030-06-10,4999.58,USD,Paid,82.5,412465.35
INV-02719,VEND-002,2030-06-11,3540.34,EUR,Paid,89.0,315090.26
INV-02720,VEND-007,2030-06-12,4185.23,USD,Pending,82.5,345281.475
INV-02721,VEND-009,2030-06-13,2335.56,USD,Pending,82.5,192683.69999999998
INV-02722,VEND-016,2030-06-14,3351.78,USD,Paid,82.5,276521.85000000003
INV-02723,VEND-017,2030-06-15,3187.68,USD,Paid,82.5,262983.6
INV-02724,VEND-007,2030-06-16,4237.16,USD,Paid,82.5,349565.7
INV-02725,VEND-005,2030-06-17,4513.77,USD,Paid,82.5,372386.025
INV-02726,VEND-010,2030-06-18,2078.26,GBP,Paid,102.0,211982.52000000002
INV-02727,VEND-006,2030-06-19,596.42,GBP,Pending,102.0,60834.84
INV-02728,VEND-001,2030-06-20,4021.66,USD,Pending,82.5,331786.95
INV-02729,VEND-013,2030-06-21,3888.66,USD,Pending,82.5,320814.45
INV-02730,VEND-009,2030-06-22,2272.8,USD,Paid,82.5,187506.00000000003
INV-02731,VEND-013,2030-06-23,3765.98,EUR,Paid,89.0,335172.22000000003
INV-02732,VEND-014,2030-06-24,2821.5,EUR,Pending,89.0,251113.5
INV-02733,VEND-002,2030-06-25,1666.26,USD,Paid,82.5,137466.45
INV-02734,VEND-004,2030-06-26,698.16,EUR,Paid,89.0,62136.24
INV-02735,VEND-006,2030-06-27,3734.87,USD,Pending,82.5,308126.77499999997
INV-02736,VEND-018,2030-06-28,1005.34,USD,Paid,82.5,82940.55
INV-02737,VEND-007,2030-06-29,4728.85,EUR,Paid,89.0,420867.65
INV-02738,VEND-013,2030-06-30,2518.24,USD,Pending,82.5,207754.8
INV-02739,VEND-005,2030-07-01,2254.9,USD,Pending,82.5,186029.25
INV-02740,VEND-016,2030-07-02,4589.69,USD,Paid,82.5,378649.425
INV-02741,VEND-019,2030-07-03,2971.86,USD,Paid,82.5,245178.45
INV-02742,VEND-019,2030-07-04,1810.83,EUR,Pending,89.0,161163.87
INV-02743,VEND-005,2030-07-05,2845.48,USD,Pending,82.5,234752.1
INV-02744,VEND-015,2030-07-06,1735.15,GBP,Paid,102.0,176985.30000000002
INV-02745,VEND-017,2030-07-07,1454.55,USD,Pending,82.5,120000.375
INV-02746,VEND-004,2030-07-08,4512.9,USD,Paid,82.5,372314.24999999994
INV-02747,VEND-006,2030-07-09,3905.77,EUR,Paid,89.0,347613.52999999997
INV-02748,VEND-017,2030-07-10,3013.52,USD,Paid,82.5,248615.4
INV-02749,VEND-017,2030-07-11,4338.23,EUR,Pending,89.0,386102.47
INV-02750,VEND-018,2030-07-12,3147.59,USD,Paid,82.5,259676.17500000002
INV-02751,VEND-009,2030-07-13,2077.63,EUR,Pending,89.0,184909.07
INV-02752,VEND-004,2030-07-14,4965.36,GBP,Pending,102.0,506466.72
INV-02753,VEND-007,2030-07-15,761.04,USD,Paid,82.5,62785.799999999996
INV-02754,VEND-005,2030-07-16,4742.74,USD,Paid,82.5,391276.05
INV-02755,VEND-010,2030-07-17,4617.7,EUR,Paid,89.0,410975.3
INV-02756,VEND-014,2030-07-18,624.2,GBP,Paid,102.0,63668.4
INV-02757,VEND-014,2030-07-19,2155.63,USD,Pending,82.5,177839.475
INV-02758,VEND-016,2030-07-20,4437.64,USD,Paid,82.5,366105.30000000005
INV-02759,VEND-017,2030-07-21,3703.1,EUR,Pending,89.0,329575.89999999997
INV-02760,VEND-001,2030-07-22,4419.51,USD,Pending,82.5,364609.575
INV-02761,VEND-011,2030-07-23,4683.62,USD,Pending,82.5,386398.64999999997
INV-02762,VEND-013,2030-07-24,1020.07,USD,Paid,82.5,84155.77500000001
INV-02763,VEND-016,2030-07-25,3072.94,GBP,Paid,102.0,313439.88
INV-02764,VEND-019,2030-07-26,1078.0,USD,Paid,82.5,88935.0
INV-02765,VEND-004,2030-07-27,2143.82,USD,Paid,82.5,176865.15000000002
INV-02766,VEND-014,2030-07-28,3907.76,USD,Paid,82.5,322390.2
INV-02767,VEND-003,2030-07-29,3110.22,USD,Paid,82.5,256593.15
INV-02768,VEND-002,2030-07-30,4145.7,USD,Paid,82.5,342020.25
INV-02769,VEND-020,2030-07-31,2506.29,USD,Pending,82.5,206768.925
INV-02770,VEND-003,2030-08-01,3732.47,USD,Paid,82.5,307928.77499999997
INV-02771,VEND-009,2030-08-02,4943.86,USD,Paid,82.5,407868.44999999995
INV-02772,VEND-010,2030-08-03,1924.99,USD,Pending,82.5,158811.675
INV-02773,VEND-007,2030-08-04,3284.4,EUR,Paid,89.0,292311.60000000003
INV-02774,VEND-004,2030-08-05,3890.96,USD,Paid,82.5,321004.2
INV-02775,VEND-008,2030-08-06,4539.39,USD,Paid,82.5,374499.67500000005
INV-02776,VEND-014,2030-08-07,4969.41,EUR,Paid,89.0,442277.49
INV-02777,VEND-003,2030-08-08,2310.12,EUR,Pending,89.0,205600.68
INV-02778,VEND-011,2030-08-09,3195.69,USD,Pending,82.5,263644.425
INV-02779,VEND-003,2030-08-10,1505.89,EUR,Paid,89.0,134024.21000000002
INV-02780,VEND-008,2030-08-11,1477.62,EUR,Pending,89.0,131508.18
INV-02781,VEND-008,2030-08-12,1854.16,USD,Paid,82.5,152968.2
INV-02782,VEND-009,2030-08-13,2006.93,USD,Paid,82.5,165571.725
INV-02783,VEND-015,2030-08-14,2513.28,USD,Pending,82.5,207345.6
INV-02784,VEND-013,2030-08-15,4539.51,USD,Paid,82.5,374509.575
INV-02785,VEND-009,2030-08-16,4452.98,USD,Pending,82.5,367370.85
INV-02786,VEND-014,2030-08-17,4741.06,EUR,Pending,89.0,421954.34
INV-02787,VEND-006,2030-08-18,3533.16,EUR,Paid,89.0,314451.24
INV-02788,VEND-011,2030-08-19,4990.6,USD,Paid,82.5,411724.50000000006
INV-02789,VEND-017,2030-08-20,2440.82,USD,Pending,82.5,201367.65000000002
INV-02790,VEND-006,2030-08-21,3192.14,USD,Pending,82.5,263351.55
INV-02791,VEND-018,2030-08-22,2156.86,EUR,Paid,89.0,191960.54
INV-02792,VEND-006,2030-08-23,2306.16,EUR,Paid,89.0,205248.24
INV-02793,VEND-007,2030-08-24,4972.67,USD,Paid,82.5,410245.275
INV-02794,VEND-018,2030-08-25,3080.62,EUR,Paid,89.0,274175.18
INV-02795,VEND-006,2030-08-26,4031.79,USD,Paid,82.5,332622.675
INV-02796,VEND-001,2030-08-27,4822.29,USD,Pending,82.5,397838.925
INV-02797,VEND-017,2030-08-28,4855.9,USD,Paid,82.5,400611.74999999994
INV-02798,VEND-001,2030-08-29,2399.33,USD,Paid,82.5,197944.725
INV-02799,VEND-015,2030-08-30,4662.9,USD,Pending,82.5,384689.24999999994
INV-02800,VEND-003,2030-08-31,502.21,EUR,Paid,89.0,44696.689999999995
INV-02801,VEND-009,2030-09-01,2366.29,USD,Paid,82.5,195218.925
INV-02802,VEND-003,2030-09-02,1730.3,EUR,Paid,89.0,153996.69999999998
INV-02803,VEND-007,2030-09-03,4789.27,USD,Paid,82.5,395114.775
INV-02804,VEND-015,2030-09-04,2696.03,USD,Paid,82.5,222422.475
INV-02805,VEND-006,2030-09-05,515.92,EUR,Pending,89.0,45916.88
INV-02806,VEND-009,2030-09-06,4092.43,USD,Paid,82.5,337625.475
INV-02807,VEND-017,2030-09-07,936.02,USD,Paid,82.5,77221.65
INV-02808,VEND-019,2030-09-08,4950.3,USD,Pending,82.5,408399.75
INV-02809,VEND-006,2030-09-09,904.78,USD,Pending,82.5,74644.34999999999
INV-02810,VEND-012,2030-09-10,3139.87,USD,Paid,82.5,259039.275
INV-02811,VEND-003,2030-09-11,1932.62,EUR,Paid,89.0,172003.18
INV-02812,VEND-016,2030-09-12,4796.19,USD,Paid,82.5,395685.675
INV-02813,VEND-002,2030-09-13,548.83,GBP,Pending,102.0,55980.66
INV-02814,VEND-009,2030-09-14,4438.54,EUR,Paid,89.0,395030.06
INV-02815,VEND-002,2030-09-15,1391.61,USD,Paid,82.5,114807.825
INV-02816,VEND-013,2030-09-16,2424.32,USD,Paid,82.5,200006.40000000002
INV-02817,VEND-017,2030-09-17,2810.23,GBP,Pending,102.0,286643.46
INV-02818,VEND-004,2030-09-18,4041.68,USD,Paid,82.5,333438.6
INV-02819,VEND-015,2030-09-19,1046.47,USD,Paid,82.5,86333.77500000001
INV-02820,VEND-004,2030-09-20,4776.49,USD,Pending,82.5,394060.425
INV-02821,VEND-006,2030-09-21,665.26,USD,Paid,82.5,54883.95
INV-02822,VEND-005,2030-09-22,1525.4,USD,Pending,82.5,125845.50000000001
INV-02823,VEND-015,2030-09-23,3371.82,EUR,Paid,89.0,300091.98000000004
INV-02824,VEND-014,2030-09-24,2907.91,GBP,Pending,102.0,296606.82
INV-02825,VEND-017,2030-09-25,4567.45,EUR,Paid,89.0,406503.05
INV-02826,VEND-014,2030-09-26,4771.62,USD,Pending,82.5,393658.64999999997
INV-02827,VEND-011,2030-09-27,1835.1,GBP,Paid,102.0,187180.19999999998
INV-02828,VEND-018,2030-09-28,4755.59,USD,Paid,82.5,392336.175
INV-02829,VEND-008,2030-09-29,2372.98,USD,Pending,82.5,195770.85
INV-02830,VEND-003,2030-09-30,3368.05,USD,Paid,82.5,277864.125
INV-02831,VEND-007,2030-10-01,3178.97,USD,Paid,82.5,262265.02499999997
INV-02832,VEND-005,2030-10-02,3967.58,USD,Pending,82.5,327325.35
INV-02833,VEND-013,2030-10-03,1630.92,EUR,Paid,89.0,145151.88
INV-02834,VEND-004,2030-10-04,852.79,USD,Paid,82.5,70355.175
INV-02835,VEND-016,2030-10-05,2427.92,USD,Paid,82.5,200303.4
INV-02836,VEND-007,2030-10-06,4058.51,EUR,Pending,89.0,361207.39
INV-02837,VEND-014,2030-10-07,4995.26,EUR,Paid,89.0,444578.14
INV-02838,VEND-002,2030-10-08,778.55,USD,Pending,82.5,64230.37499999999
INV-02839,VEND-012,2030-10-09,4988.53,USD,Pending,82.5,411553.725
INV-02840,VEND-007,2030-10-10,2077.57,USD,Paid,82.5,171399.52500000002
INV-02841,VEND-010,2030-10-11,1922.21,USD,Pending,82.5,158582.325
INV-02842,VEND-014,2030-10-12,779.36,USD,Pending,82.5,64297.200000000004
INV-02843,VEND-006,2030-10-13,3022.72,USD,Paid,82.5,249374.4
INV-02844,VEND-013,2030-10-14,4319.99,USD,Paid,82.5,356399.175
INV-02845,VEND-013,2030-10-15,2661.65,EUR,Paid,89.0,236886.85
INV-02846,VEND-017,2030-10-16,531.01,USD,Paid,82.5,43808.325
INV-02847,VEND-008,2030-10-17,1388.66,USD,Pending,82.5,114564.45000000001
INV-02848,VEND-005,2030-10-18,4842.47,EUR,Pending,89.0,430979.83
INV-02849,VEND-015,2030-10-19,4494.43,USD,Paid,82.5,370790.47500000003
INV-02850,VEND-004,2030-10-20,1516.78,USD,Paid,82.5,125134.34999999999
INV-02851,VEND-007,2030-10-21,1705.56,GBP,Paid,102.0,173967.12
INV-02852,VEND-020,2030-10-22,3246.97,EUR,Paid,89.0,288980.32999999996
INV-02853,VEND-020,2030-10-23,948.22,USD,Pending,82.5,78228.15000000001
INV-02854,VEND-018,2030-10-24,4621.96,USD,Paid,82.5,381311.7
INV-02855,VEND-006,2030-10-25,1619.05,USD,Paid,82.5,133571.625
INV-02856,VEND-010,2030-10-26,2674.54,USD,Paid,82.5,220649.55
INV-02857,VEND-001,2030-10-27,1039.58,USD,Pending,82.5,85765.34999999999
INV-02858,VEND-018,2030-10-28,4764.91,USD,Paid,82.5,393105.075
INV-02859,VEND-011,2030-10-29,2841.73,USD,Pending,82.5,234442.725
INV-02860,VEND-013,2030-10-30,4751.49,USD,Pending,82.5,391997.925
INV-02861,VEND-013,2030-10-31,4679.76,USD,Paid,82.5,386080.2
INV-02862,VEND-020,2030-11-01,4090.72,USD,Paid,82.5,337484.39999999997
INV-02863,VEND-011,2030-11-02,1650.26,EUR,Pending,89.0,146873.13999999998
INV-02864,VEND-012,2030-11-03,3249.45,EUR,Pending,89.0,289201.05
INV-02865,VEND-003,2030-11-04,1719.68,USD,Paid,82.5,141873.6
INV-02866,VEND-004,2030-11-05,3404.82,USD,Pending,82.5,280897.65
INV-02867,VEND-018,2030-11-06,3409.99,USD,Pending,82.5,281324.175
INV-02868,VEND-012,2030-11-07,782.46,USD,Paid,82.5,64552.950000000004
INV-02869,VEND-005,2030-11-08,4648.06,USD,Paid,82.5,383464.95
INV-02870,VEND-010,2030-11-09,4239.16,EUR,Paid,89.0,377285.24
INV-02871,VEND-017,2030-11-10,4058.98,GBP,Paid,102.0,414015.96
INV-02872,VEND-004,2030-11-11,611.37,GBP,Paid,102.0,62359.74
INV-02873,VEND-016,2030-11-12,4130.35,GBP,Paid,102.0,421295.7
INV-02874,VEND-014,2030-11-13,4397.48,EUR,Paid,89.0,391375.72
INV-02875,VEND-001,2030-11-14,1840.89,GBP,Paid,102.0,187770.78
INV-02876,VEND-017,2030-11-15,1811.99,EUR,Pending,89.0,161267.11000000002
INV-02877,VEND-018,2030-11-16,1397.59,USD,Pending,82.5,115301.17499999999
INV-02878,VEND-008,2030-11-17,3901.59,USD,Paid,82.5,321881.175
INV-02879,VEND-018,2030-11-18,4757.67,GBP,Paid,102.0,485282.34
INV-02880,VEND-020,2030-11-19,3922.22,USD,Paid,82.5,323583.14999999997
INV-02881,VEND-007,2030-11-20,933.61,GBP,Paid,102.0,95228.22
INV-02882,VEND-016,2030-11-21,4402.75,USD,Pending,82.5,363226.875
INV-02883,VEND-019,2030-11-22,1705.52,USD,Paid,82.5,140705.4
INV-02884,VEND-008,2030-11-23,689.67,USD,Paid,82.5,56897.774999999994
INV-02885,VEND-013,2030-11-24,3609.63,USD,Pending,82.5,297794.47500000003
INV-02886,VEND-019,2030-11-25,4237.26,EUR,Paid,89.0,377116.14
INV-02887,VEND-014,2030-11-26,2278.53,USD,Paid,82.5,187978.725
INV-02888,VEND-015,2030-11-27,3447.92,USD,Paid,82.5,284453.4
INV-02889,VEND-006,2030-11-28,4425.63,USD,Paid,82.5,365114.47500000003
INV-02890,VEND-007,2030-11-29,1329.5,USD,Paid,82.5,109683.75
INV-02891,VEND-015,2030-11-30,502.61,EUR,Paid,89.0,44732.29
INV-02892,VEND-012,2030-12-01,1139.54,EUR,Pending,89.0,101419.06
INV-02893,VEND-019,2030-12-02,3716.4,USD,Paid,82.5,306603.0
INV-02894,VEND-013,2030-12-03,1562.46,USD,Pending,82.5,128902.95
INV-02895,VEND-020,2030-12-04,2593.64,USD,Paid,82.5,213975.3
INV-02896,VEND-015,2030-12-05,581.94,USD,Paid,82.5,48010.05
INV-02897,VEND-014,2030-12-06,2758.68,EUR,Pending,89.0,245522.52
INV-02898,VEND-003,2030-12-07,1859.88,USD,Pending,82.5,153440.1
INV-02899,VEND-010,2030-12-08,4545.6,USD,Paid,82.5,375012.00000000006
INV-02900,VEND-005,2030-12-09,4417.34,USD,Paid,82.5,364430.55
INV-02901,VEND-014,2030-12-10,3337.31,USD,Paid,82.5,275328.075
INV-02902,VEND-010,2030-12-11,3884.94,USD,Pending,82.5,320507.55
INV-02903,VEND-014,2030-12-12,3185.44,USD,Pending,82.5,262798.8
INV-02904,VEND-019,2030-12-13,3169.36,USD,Pending,82.5,261472.2
INV-02905,VEND-019,2030-12-14,3028.97,EUR,Paid,89.0,269578.32999999996
INV-02906,VEND-017,2030-12-15,3120.65,USD,Pending,82.5,257453.625
INV-02907,VEND-015,2030-12-16,586.04,USD,Paid,82.5,48348.299999999996
INV-02908,VEND-009,2030-12-17,4064.65,USD,Paid,82.5,335333.625
INV-02909,VEND-001,2030-12-18,4527.93,USD,Pending,82.5,373554.22500000003
INV-02910,VEND-015,2030-12-19,2005.32,GBP,Paid,102.0,204542.63999999998
INV-02911,VEND-001,2030-12-20,920.0,USD,Paid,82.5,75900.0
INV-02912,VEND-007,2030-12-21,1710.51,USD,Pending,82.5,141117.075
INV-02913,VEND-004,2030-12-22,4868.74,EUR,Pending,89.0,433317.86
INV-02914,VEND-002,2030-12-23,4264.54,USD,Pending,82.5,351824.55
INV-02915,VEND-001,2030-12-24,1339.27,USD,Paid,82.5,110489.775
INV-02916,VEND-001,2030-12-25,3135.58,USD,Pending,82.5,258685.35
INV-02917,VEND-003,2030-12-26,4876.95,EUR,Pending,89.0,434048.55
INV-02918,VEND-008,2030-12-27,2291.98,USD,Paid,82.5,189088.35
INV-02919,VEND-010,2030-12-28,4011.6,USD,Paid,82.5,330957.0
INV-02920,VEND-011,2030-12-29,1313.8,GBP,Paid,102.0,134007.6
INV-02921,VEND-002,2030-12-30,4153.46,EUR,Pending,89.0,369657.94
INV-02922,VEND-009,2030-12-31,4798.35,USD,Paid,82.5,395863.87500000006
INV-02923,VEND-006,2031-01-01,1515.97,USD,Pending,82.5,125067.52500000001
INV-02924,VEND-016,2031-01-02,3688.59,USD,Paid,82.5,304308.675
INV-02925,VEND-009,2031-01-03,2210.52,USD,Paid,82.5,182367.9
INV-02926,VEND-017,2031-01-04,647.35,EUR,Pending,89.0,57614.15
INV-02927,VEND-007,2031-01-05,3559.28,USD,Pending,82.5,293640.60000000003
INV-02928,VEND-019,2031-01-06,1699.05,GBP,Pending,102.0,173303.1
INV-02929,VEND-017,2031-01-07,1447.89,USD,Pending,82.5,119450.925
INV-02930,VEND-003,2031-01-08,869.66,USD,Paid,82.5,71746.95
INV-02931,VEND-008,2031-01-09,3317.4,USD,Paid,82.5,273685.5
INV-02932,VEND-009,2031-01-10,3724.65,EUR,Paid,89.0,331493.85000000003
INV-02933,VEND-001,2031-01-11,3105.07,USD,Pending,82.5,256168.27500000002
INV-02934,VEND-018,2031-01-12,2762.24,EUR,Paid,89.0,245839.36
INV-02935,VEND-016,2031-01-13,789.68,USD,Paid,82.5,65148.6
INV-02936,VEND-002,2031-01-14,3148.0,USD,Pending,82.5,259710.0
INV-02937,VEND-009,2031-01-15,4392.17,USD,Paid,82.5,362354.025
INV-02938,VEND-019,2031-01-16,1588.93,EUR,Paid,89.0,141414.77000000002
INV-02939,VEND-016,2031-01-17,3614.72,USD,Pending,82.5,298214.39999999997
INV-02940,VEND-016,2031-01-18,929.04,USD,Pending,82.5,76645.8
INV-02941,VEND-012,2031-01-19,4954.9,USD,Pending,82.5,408779.24999999994
INV-02942,VEND-002,2031-01-20,2308.89,USD,Pending,82.5,190483.425
INV-02943,VEND-012,2031-01-21,3435.68,EUR,Paid,89.0,305775.51999999996
INV-02944,VEND-012,2031-01-22,2536.62,USD,Paid,82.5,209271.15
INV-02945,VEND-016,2031-01-23,4169.95,EUR,Paid,89.0,371125.55
INV-02946,VEND-020,2031-01-24,1185.69,USD,Paid,82.5,97819.425
INV-02947,VEND-017,2031-01-25,4634.39,USD,Paid,82.5,382337.17500000005
INV-02948,VEND-006,2031-01-26,4447.67,USD,Pending,82.5,366932.775
INV-02949,VEND-016,2031-01-27,3449.99,EUR,Pending,89.0,307049.11
INV-02950,VEND-018,2031-01-28,2291.25,USD,Pending,82.5,189028.125
INV-02951,VEND-020,2031-01-29,2402.92,USD,Paid,82.5,198240.9
INV-02952,VEND-001,2031-01-30,4752.49,USD,Pending,82.5,392080.425
INV-02953,VEND-001,2031-01-31,1694.14,USD,Pending,82.5,139766.55000000002
INV-02954,VEND-012,2031-02-01,1918.75,EUR,Paid,89.0,170768.75
INV-02955,VEND-016,2031-02-02,3262.22,USD,Paid,82.5,269133.14999999997
INV-02956,VEND-007,2031-02-03,3428.9,USD,Pending,82.5,282884.25
INV-02957,VEND-018,2031-02-04,4386.03,USD,Paid,82.5,361847.475
INV-02958,VEND-009,2031-02-05,3381.16,USD,Paid,82.5,278945.7
INV-02959,VEND-012,2031-02-06,3426.13,USD,Paid,82.5,282655.72500000003
INV-02960,VEND-009,2031-02-07,1178.39,USD,Paid,82.5,97217.175
INV-02961,VEND-005,2031-02-08,4067.46,EUR,Paid,89.0,362003.94
INV-02962,VEND-010,2031-02-09,1831.56,GBP,Paid,102.0,186819.12
INV-02963,VEND-007,2031-02-10,1012.07,USD,Pending,82.5,83495.77500000001
INV-02964,VEND-012,2031-02-11,3486.45,USD,Paid,82.5,287632.125
INV-02965,VEND-013,2031-02-12,4013.56,USD,Pending,82.5,331118.7
INV-02966,VEND-019,2031-02-13,536.95,EUR,Pending,89.0,47788.55
INV-02967,VEND-004,2031-02-14,1879.05,USD,Paid,82.5,155021.625
